,categoryName,parentCategoryId,categoryId,categoryUrl,foodImageUrl,recipeDescription,recipePublishday,shop,pickup,recipeId,nickname,smallImageUrl,recipeMaterial,recipeIndication,recipeCost,rank,recipeUrl,mediumImageUrl,recipeTitle
870,寄せ鍋,23,399,https://recipe.rakuten.co.jp/category/23-399/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/43f96cc648f21933b36559f7aee7d5a819e60590.82.2.3.2.jpg,冬の味覚のヘルシーな猪鍋！実は猪鍋って、そんなに味付けにこだわる必要は無くて、簡単に出来てお薦め！また、お鍋の中でも味噌味のお鍋は、特に体が温まりますよ！,2018/01/22 12:03:41,0,0,1390034204,nkkmarine,https://image.space.rakuten.co.jp/d/strg/ctrl/3/43f96cc648f21933b36559f7aee7d5a819e60590.82.2.3.2.jpg?thum=55,"['猪肉(または豚肉・鹿肉)', '豆腐(ソフト木綿・鍋用)・焼き豆腐等', '油揚げ', '白菜', '菊菜（水菜でもOK）', 'もやし', 'エノキ・椎茸・しめじ等キノコ類', '長葱', 'ゴボウ、又はヤーコン等', '↑ヤーコンは灰汁が少なくシャリシャリ食感', '人参', '大根', 'しらたき、マロニー等', '〆には、うどん・ラーメン等(茹でたもの)', '生卵・・・生卵に浸けて食べる場合', '↑私はこれが好き！', 'おろし生姜（チューブでもOK）', '※入れる材料は味噌に合うものならOK', '粉山椒(食べる際の薬味に！)', '☆スープの基本配合', '・水', '・日本酒', '・みりん', '・赤だし(赤味噌)', '・合わせ味噌(白味噌でもOK)', '↑私は赤味噌のみで、粉山椒たっぷりが好き', '・砂糖', '・胡麻ペースト・煎り胡麻等', '・昆布又は顆粒昆布だし']",約30分,指定なし,3,https://recipe.rakuten.co.jp/recipe/1390034204/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/43f96cc648f21933b36559f7aee7d5a819e60590.82.2.3.2.jpg?thum=54,寒い冬はお鍋で温まろ！基本の猪鍋(ぼたん鍋)！
871,寄せ鍋,23,399,https://recipe.rakuten.co.jp/category/23-399/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/43f22fbdb95a0c152f944e7b93a73bb863caefa3.52.2.3.2.jpg,こんなに簡単で美味しいなら、もう市販の鍋つゆは要りません！柚子がふわ〜っと香る塩味のお鍋です♡,2015/12/11 16:16:43,0,1,1990030820,Ykitchen,https://image.space.rakuten.co.jp/d/strg/ctrl/3/43f22fbdb95a0c152f944e7b93a73bb863caefa3.52.2.3.2.jpg?thum=55,"['水', '鶏がらスープの素', '塩', '柚子', '※お好きな食材（肉、野菜、エリンギ等）']",約30分,500円前後,4,https://recipe.rakuten.co.jp/recipe/1990030820/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/43f22fbdb95a0c152f944e7b93a73bb863caefa3.52.2.3.2.jpg?thum=54,コレで市販の鍋つゆ要らず！絶品♡ゆず塩鍋
872,キムチ鍋,23,395,https://recipe.rakuten.co.jp/category/23-395/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/09d358729c13950ac967fedf2cbb625d3e9e792b.75.2.3.2.jpg,ホームパーティーでお友達からも大人気だったレシピです。すり胡麻と味噌でコク深く、キムチを炒めることで香りのよい仕上がりになります。,2012/11/12 15:00:39,0,1,1830003658,fukuwajutu,https://image.space.rakuten.co.jp/d/strg/ctrl/3/09d358729c13950ac967fedf2cbb625d3e9e792b.75.2.3.2.jpg?thum=55,"['豚バラ肉うす切り（またはしゃぶしゃぶ用）', 'キムチ', '白菜', '長ネギ', '好みの野菜（しいたけ、人参、ニラなど）', '豆腐', '油揚げ', 'うどん（お好みで）', 'ニンニク', 'ショウガ', '白ごま', '味噌', 'だし汁（または水＋だしの素）', 'ごま油']",約30分,500円前後,1,https://recipe.rakuten.co.jp/recipe/1830003658/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/09d358729c13950ac967fedf2cbb625d3e9e792b.75.2.3.2.jpg?thum=54,コク旨★みんなに人気の野菜たっぷり豚キムチ鍋
873,キムチ鍋,23,395,https://recipe.rakuten.co.jp/category/23-395/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d86342b6a731fbd928a081285ff5e46ccd4fb08f.03.2.3.2.jpg,"キムチ鍋の残りダシにキムチを追加して作りました。
寒い季節のキムチ鍋いいですよね。",2016/12/12 18:26:08,0,0,1090030378,kana10969,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d86342b6a731fbd928a081285ff5e46ccd4fb08f.03.2.3.2.jpg?thum=55,"['冷ご飯', 'キムチ鍋のもと', 'キムチ', 'ピザ用チーズ']",約10分,指定なし,2,https://recipe.rakuten.co.jp/recipe/1090030378/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d86342b6a731fbd928a081285ff5e46ccd4fb08f.03.2.3.2.jpg?thum=54,鍋のシメに！キムチ鍋のチーズリゾット
874,キムチ鍋,23,395,https://recipe.rakuten.co.jp/category/23-395/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2847265117edbce879c627887e05b014a85fd400.92.2.3.2.jpg,最後の〆には中華麺を入れて、キムチラーメンにしたり、お餅を入れて煮込んでも美味しいです。,2011/01/07 13:51:35,0,1,1390000888,はなまる子♪,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2847265117edbce879c627887e05b014a85fd400.92.2.3.2.jpg?thum=55,"['豚バラ肉', '白菜キムチ（大根キムチも可）', 'ごぼう', '木綿豆腐', '水菜', '・・調味料', 'Ａ・・', '水', '鶏ガラスープ（顆粒）', '・・調味料', 'Ｂ・・', '味噌', 'コチュジャン', 'にんにく（すりおろし）', 'ごま油', '・・・・・・', '白すり胡麻']",約15分,指定なし,3,https://recipe.rakuten.co.jp/recipe/1390000888/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2847265117edbce879c627887e05b014a85fd400.92.2.3.2.jpg?thum=54,豚バラ肉とごぼうと豆腐のキムチ鍋
875,キムチ鍋,23,395,https://recipe.rakuten.co.jp/category/23-395/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/82fae7521eab723e9f4dbceb4fe51dbfea9a1f27.00.2.3.2.jpg,キムチ鍋のリクエストが多く、何度も試行を重ねて辿り着いたレシピです。市販のスープを買わなくても、本格的な味になります。,2018/01/31 23:57:32,0,0,1500020800,のん子,https://image.space.rakuten.co.jp/d/strg/ctrl/3/82fae7521eab723e9f4dbceb4fe51dbfea9a1f27.00.2.3.2.jpg?thum=55,"['キムチ', '※汁はスープに使うので残しておく', '豚肉', 'ねぎ', 'もやし', '白菜', 'ニラ', 'しいたけ', '絹ごし豆腐', 'ごま油', '【スープ】', '水', 'キムチの汁', '鶏がらスープの素', '味噌', '醤油', '酒', '豆板醤', 'にんにくのすりおろし']",約15分,指定なし,4,https://recipe.rakuten.co.jp/recipe/1500020800/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/82fae7521eab723e9f4dbceb4fe51dbfea9a1f27.00.2.3.2.jpg?thum=54,簡単なのに本格的！素なしで作るキムチ鍋
876,トマト鍋,23,401,https://recipe.rakuten.co.jp/category/23-401/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0c9f256c0518f33ed16b9e18b421fa5c2d21ddd3.39.2.3.2.jpg,"家にあるものを使ってスープを作り、冷蔵庫にあるもの何でも入れちゃいましょ！
ほっこり、暖まりますよ＾＾",2012/11/02 02:31:43,0,0,1030004206,遊星。.:*・゜,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0c9f256c0518f33ed16b9e18b421fa5c2d21ddd3.39.2.3.2.jpg?thum=55,"['トマト缶', 'オリーブオイル', 'にんにく', 'コンソメ固形', '塩', 'ケチャップ', 'あれば赤ワイン', '❤\u3000具材（基本はお好きなモノ）', '玉ねぎ', 'ブロッコリー', 'なす', 'キャベツ', 'きのこ（いろいろ）', 'ウィンナー', 'ベーコン', '❤\u3000シメに', 'パスタ', 'ピザ用チーズ']",約30分,500円前後,1,https://recipe.rakuten.co.jp/recipe/1030004206/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0c9f256c0518f33ed16b9e18b421fa5c2d21ddd3.39.2.3.2.jpg?thum=54,簡単トマト鍋！シメのパスタがうまい！！
877,トマト鍋,23,401,https://recipe.rakuten.co.jp/category/23-401/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6f667dbbf8f08a0c3928888dfe60eed9f3371125.89.2.3.2.jpg,この時期にぴったりのトマト鍋です！具材は好きなものを好きなだけ入れてください☆,2011/12/08 15:14:58,0,0,1880003858,たんぽぽ000,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6f667dbbf8f08a0c3928888dfe60eed9f3371125.89.2.3.2.jpg?thum=55,"['トマトジュース', 'コンソメキューブ', '水', '鶏もも肉', 'ウインナー', 'キャベツ', '玉ねぎ', 'しめじ', 'ほうれん草', 'じゃがいも', '塩コショウ']",約10分,指定なし,2,https://recipe.rakuten.co.jp/recipe/1880003858/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6f667dbbf8f08a0c3928888dfe60eed9f3371125.89.2.3.2.jpg?thum=54,トマトジュースで作る！簡単トマト鍋☆
878,トマト鍋,23,401,https://recipe.rakuten.co.jp/category/23-401/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7c2f8486f563b8a95b6c4c3f0ff426618bc8b6a1.02.2.3.2.jpg,"脂肪燃焼スープ/デドックススープ
パクチ—の白い花が咲いていたので
トッピングしてみました！",2016/06/27 08:41:36,0,1,1560009734,シャンテマリー,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7c2f8486f563b8a95b6c4c3f0ff426618bc8b6a1.02.2.3.2.jpg?thum=55,"['・・・１人前', '約１００円です！・・・', '・・・入れる野菜・・・', 'キャベツ', '玉ねぎ', 'トマト', 'セロリ（葉も含めて）', 'パプリカ(赤)', '人参', 'トマトジュース', '(ﾎｰﾙ缶なら１缶250ｇ)', '水', '・・・味付け・・・', '昆布だし', 'しょうが', 'かつをぶし', '塩麹', '天然塩（薄味で）', '鶏がらスープの素', '・・・飾り付け・・・', 'パクチ―の花付き']",1時間以上,100円以下,3,https://recipe.rakuten.co.jp/recipe/1560009734/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7c2f8486f563b8a95b6c4c3f0ff426618bc8b6a1.02.2.3.2.jpg?thum=54,脂肪燃焼スープ/デドックススープ 生姜で燃焼！
879,トマト鍋,23,401,https://recipe.rakuten.co.jp/category/23-401/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/47df319d2299862546d945e72fa0f7daa003cff7.06.2.3.2.jpg,とにかく冷蔵庫にあるものを整理できますよ！！,2014/03/19 22:28:05,0,0,1840014511,ともりん２００１,https://image.space.rakuten.co.jp/d/strg/ctrl/3/47df319d2299862546d945e72fa0f7daa003cff7.06.2.3.2.jpg?thum=55,"['トマト缶', '水', 'ジャガイモ（かぼちゃなど）', 'シメジ（きのこ類なら何でも）', 'ほうれん草ＯＲ小松菜（お好みの野菜で）', '豚バラ肉(鶏もも肉）', 'ウィンナー', 'コンソメ', '塩コショウ', 'オイスターソース', 'ケチャップ', 'とろけるチーズ', 'ローリエ']",約30分,指定なし,4,https://recipe.rakuten.co.jp/recipe/1840014511/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/47df319d2299862546d945e72fa0f7daa003cff7.06.2.3.2.jpg?thum=54,こどもも大好き♪簡単！トマトチーズ鍋♪
880,カレー鍋,23,404,https://recipe.rakuten.co.jp/category/23-404/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/640fb7665f57dd81f59ce56043ff74750e789bf9.87.2.3.2.jpg,"具はお好きなものを入れてくださいね。
オススメは油揚げや厚揚げ☆",2012/01/25 10:33:26,0,0,1590002704,mikomiko9974,https://image.space.rakuten.co.jp/d/strg/ctrl/3/640fb7665f57dd81f59ce56043ff74750e789bf9.87.2.3.2.jpg?thum=55,"['○水', '○だしの素', '○みりん', '○しょう油', 'カレールウ', '豚肉（バラや薄切り、こま肉）', '白菜、キャベツ', 'じゃがいも', 'にんじんや玉ねぎ', '長ネギ', 'えのきやしめじ等', '油揚げや厚揚げ等', 'もやし', 'その他お好みの野菜']",約30分,500円前後,1,https://recipe.rakuten.co.jp/recipe/1590002704/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/640fb7665f57dd81f59ce56043ff74750e789bf9.87.2.3.2.jpg?thum=54,市販のルウで作るカレー鍋☆
881,カレー鍋,23,404,https://recipe.rakuten.co.jp/category/23-404/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c45e3e51e14c39abaa3bf74b9e149c2834fdab19.00.2.3.2.jpg,野菜は何を入れてもOK！深みのあるとっても美味しいカレー鍋の完成！市販のより、うまうまです！！(^○^),2011/03/02 21:08:06,0,0,1680001226,coto-mam,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c45e3e51e14c39abaa3bf74b9e149c2834fdab19.00.2.3.2.jpg?thum=55,"['A)出汁', 'A)みりん、薄口醤油', 'A)醤油', 'B)カレー粉', 'B)片栗粉', 'B)水', '鶏もも肉', '豚肉', 'キャベツ', '白菜', '大根', '人参', 'えのき', 'ぶなぴー（しめじ）', '豆腐', '白ねぎ']",約30分,500円前後,2,https://recipe.rakuten.co.jp/recipe/1680001226/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c45e3e51e14c39abaa3bf74b9e149c2834fdab19.00.2.3.2.jpg?thum=54,箸がとまらない！！！手作り和風カレー鍋！
882,カレー鍋,23,404,https://recipe.rakuten.co.jp/category/23-404/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/dddc8745cb6bf745b8ad08d2dd3214f81e1ff7cf.03.2.3.2.jpg,いつもはキャベツを食べたがらない３歳の息子。大好きなカレーの味でやわらかく煮えたこのキャベツは沢山食べてくれました。,2011/03/08 20:17:16,0,0,1690000913,suzukaryou,https://image.space.rakuten.co.jp/d/strg/ctrl/3/dddc8745cb6bf745b8ad08d2dd3214f81e1ff7cf.03.2.3.2.jpg?thum=55,"['水', 'にんじん', 'キャベツ', 'ブロッコリー', 'しめじ', 'ウインナー', '*残ったカレー（具入り）', '*水', 'コンソメ顆粒', '粉チーズ']",指定なし,指定なし,3,https://recipe.rakuten.co.jp/recipe/1690000913/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/dddc8745cb6bf745b8ad08d2dd3214f81e1ff7cf.03.2.3.2.jpg?thum=54,残ったカレーで★洋風カレー鍋
883,カレー鍋,23,404,https://recipe.rakuten.co.jp/category/23-404/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5125f6f3d2001c04d0399e6c4fceea522accd927.58.1.3.2.jpg,残った鍋を次の日にカレー鍋にへんし～んっ ＼（0\0）ゝ　残り物とは気付かれまい！(笑),2010/12/19 09:12:03,0,0,1300000402,**ゆ-ちゃん**,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5125f6f3d2001c04d0399e6c4fceea522accd927.58.1.3.2.jpg?thum=55,"['前日の鍋の残り', '出汁', 'タマネギ', '人参', 'じゃがいも', 'ウインナーや豚肉', '市販のカレールー']",指定なし,指定なし,4,https://recipe.rakuten.co.jp/recipe/1300000402/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5125f6f3d2001c04d0399e6c4fceea522accd927.58.1.3.2.jpg?thum=54,残り鍋をカレー鍋に変身させよう！！
884,豆乳鍋,23,397,https://recipe.rakuten.co.jp/category/23-397/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1fe3f531c9866c7744c6ddf01e816ec9908409e1.33.2.3.2.jpg,全工程写真あり。ミツカン、ごま豆乳鍋の味が好きなので、つゆを作ちゃえば・・・いつでも食べれて、ゴクゴク飲めちゃうじゃん～と、似たような味に（＾＿＾）なったかな？,2011/12/01 16:30:15,0,1,1910002651,ドキンちゃん０２９８,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1fe3f531c9866c7744c6ddf01e816ec9908409e1.33.2.3.2.jpg?thum=55,"['豚肉', '白菜', '油揚げ', '長ネギ', '★豆乳', '★水', '★練りごま', '★すりごま', '★ウェイパー\u3000又は、創味シャンタン', '★だしの素', '★味噌', '★砂糖', '★塩']",約10分,"1,000円前後",1,https://recipe.rakuten.co.jp/recipe/1910002651/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1fe3f531c9866c7744c6ddf01e816ec9908409e1.33.2.3.2.jpg?thum=54,ゴクゴク飲めちゃう手作り、ごま豆乳鍋
885,豆乳鍋,23,397,https://recipe.rakuten.co.jp/category/23-397/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c132e2cc384c00c21d5b82dfc9168b3b64b1bb2b.50.2.3.2.jpg,練りごまのコクがあっても、さっぱり系♪食物繊維が豊富な食材を入れました！,2020/04/22 09:23:19,0,1,1230021234,ayatoy,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c132e2cc384c00c21d5b82dfc9168b3b64b1bb2b.50.2.3.2.jpg?thum=55,"['豚切り落とし肉', '豆腐', '●キャベツ', '●ごぼう（ささがき）', '●長ネギ（斜め切り）', 'こんにゃく', '豆乳', '鶏ガラスープの素', 'しょうゆ', '白練りごま', '味噌', '万能ねぎ（小口切り）', 'ラー油']",約15分,300円前後,2,https://recipe.rakuten.co.jp/recipe/1230021234/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c132e2cc384c00c21d5b82dfc9168b3b64b1bb2b.50.2.3.2.jpg?thum=54,たっぷり一人分♡胡麻みそ豆乳鍋
886,豆乳鍋,23,397,https://recipe.rakuten.co.jp/category/23-397/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0f9a24a23d913622ce58f2805ae197f6d513bbcc.58.2.3.2.jpg,"濃厚味噌ゴマ豆乳鍋。自分で言うのも何だけど美味しかった
鍋パーティにも♪",2012/10/23 21:59:50,0,0,1640005910,たいつ03,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0f9a24a23d913622ce58f2805ae197f6d513bbcc.58.2.3.2.jpg?thum=55,"['☆豆乳', '☆水', '☆ごま油', '☆白ゴマ', '☆ほんだし', '☆味噌', '豆腐', '長ねぎ', 'しめじ', 'つきこんにゃく', '豚もも薄切り', '白菜', '★冷ご飯', '★卵', '★スライスチーズ(ピザ用チーズでも良い)']",約1時間,"1,000円前後",3,https://recipe.rakuten.co.jp/recipe/1640005910/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0f9a24a23d913622ce58f2805ae197f6d513bbcc.58.2.3.2.jpg?thum=54,激ウマ！味噌ゴマ豆乳鍋。〆は卵とチーズで。
887,豆乳鍋,23,397,https://recipe.rakuten.co.jp/category/23-397/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/71b5a6f5213307562ddd6e106b67eaab325a2261.78.2.3.2.jpg,豆乳鍋の〆はリゾットもおすすめ！,2017/12/27 22:59:24,0,0,1450018107,みゎん♪,https://image.space.rakuten.co.jp/d/strg/ctrl/3/71b5a6f5213307562ddd6e106b67eaab325a2261.78.2.3.2.jpg?thum=55,"['豆乳鍋の残り', 'ごはん', 'ピザチーズ', '黒胡椒']",約10分,100円以下,4,https://recipe.rakuten.co.jp/recipe/1450018107/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/71b5a6f5213307562ddd6e106b67eaab325a2261.78.2.3.2.jpg?thum=54,豆乳鍋の残りでリゾット
888,もつ鍋,23,393,https://recipe.rakuten.co.jp/category/23-393/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c782f6683f723b0644c63399a775c4ef48c91049.85.2.3.2.jpg,"ある下処理をするだけで、もつがプリプリに！
家にある調味料で本格的な味が出せます。",2015/03/24 23:30:29,0,0,1200008802,Anelavivi,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c782f6683f723b0644c63399a775c4ef48c91049.85.2.3.2.jpg?thum=55,"['もつ', 'キャベツ', 'もやし', 'ニラ', 'にんにく', '赤唐辛子', '糸赤唐辛子', '中華麺', '【スープ】', '水', '昆布', '酒', 'みりん', 'しょうゆ', '味噌', '鶏ガラスープの素', 'コチュジャン', 'ごま油']",約15分,500円前後,1,https://recipe.rakuten.co.jp/recipe/1200008802/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c782f6683f723b0644c63399a775c4ef48c91049.85.2.3.2.jpg?thum=54,ぷりっぷりのモツがたっぷりなもつ鍋☆
889,もつ鍋,23,393,https://recipe.rakuten.co.jp/category/23-393/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9404173c65ede5115d3f57996ab69d860ad4b6b7.51.2.3.2.jpg,中華スープの素（創○上湯ＤＸ）と醤油、にんにくでがっつり博多風のもつ鍋が簡単にできちゃいます！これで市販のスープの素いらず♪,2016/02/07 22:42:29,0,0,1090025773,サミー4903,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9404173c65ede5115d3f57996ab69d860ad4b6b7.51.2.3.2.jpg?thum=55,"['牛もつ', 'にら', 'もやし', 'キャベツ', '豆腐', 'にんにく', 'すりごま', '★水', '★中華スープの素', '★醤油', '★みりん', '鷹の爪']",約15分,500円前後,2,https://recipe.rakuten.co.jp/recipe/1090025773/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9404173c65ede5115d3f57996ab69d860ad4b6b7.51.2.3.2.jpg?thum=54,お家で簡単！本場の味★博多風醤油もつ鍋
890,もつ鍋,23,393,https://recipe.rakuten.co.jp/category/23-393/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7bfa7e8c091f3746998c788b69fe8e1f49cd6b8b.77.2.3.2.jpg,大好きな「博多もつ鍋　蟻月」の白のもつ鍋を自宅で再現するべく作ってみました！評判いいのでオススメです♪,2012/01/01 18:32:32,0,1,1720005762,カムトフニャンフニャン,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7bfa7e8c091f3746998c788b69fe8e1f49cd6b8b.77.2.3.2.jpg?thum=55,"['●和風出汁', '●白みそ', '●すりおろしニンニク', '●鷹の爪', '●ねりゴマ', '●塩', '牛ホルモン', 'ささがきゴボウ', 'キャベツ', '豆腐', 'モヤシ', 'ニラ', 'ゴマ']",約30分,"1,000円前後",3,https://recipe.rakuten.co.jp/recipe/1720005762/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7bfa7e8c091f3746998c788b69fe8e1f49cd6b8b.77.2.3.2.jpg?thum=54,冬にピッタリ★自家製スープのニンニクたっぷりもつ鍋
891,もつ鍋,23,393,https://recipe.rakuten.co.jp/category/23-393/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/909b805523deef65eb5e355c4f3934338ebc9074.78.2.3.2.jpg,"一切臭み無し!!
おいしいもつ鍋が食べたい！
だからちゃんと下処理しよう。",2015/02/02 23:24:08,0,0,1770020866,colokitchen,https://image.space.rakuten.co.jp/d/strg/ctrl/3/909b805523deef65eb5e355c4f3934338ebc9074.78.2.3.2.jpg?thum=55,"['牛小腸', '小麦粉']",約15分,500円前後,4,https://recipe.rakuten.co.jp/recipe/1770020866/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/909b805523deef65eb5e355c4f3934338ebc9074.78.2.3.2.jpg?thum=54,これで完璧!!もつ(牛小腸)下処理
892,石狩鍋,23,403,https://recipe.rakuten.co.jp/category/23-403/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/68d0c312f5c0c66c784cf46806fcce59c96936cb.32.2.3.2.jpg,北海道出身の私が小さいころから食べてきた、冬の定番、石狩鍋です。,2016/07/22 22:23:42,0,0,1380008795,まいまい917,https://image.space.rakuten.co.jp/d/strg/ctrl/3/68d0c312f5c0c66c784cf46806fcce59c96936cb.32.2.3.2.jpg?thum=55,"['鮭切り身', '焼き豆腐', '白菜', 'えのき', '長ネギ', '★味噌', '★みりん', '★酒粕', '★顆粒だしの素', '水']",約30分,"1,000円前後",1,https://recipe.rakuten.co.jp/recipe/1380008795/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/68d0c312f5c0c66c784cf46806fcce59c96936cb.32.2.3.2.jpg?thum=54,北海道では定番！体が温まる石狩鍋☆酒粕入り♪
893,石狩鍋,23,403,https://recipe.rakuten.co.jp/category/23-403/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/865bf3be076a59ee788e40fed6fb8cccb8616bb1.09.2.3.2.jpg,"キャベツなどの冬野菜がたっぷり入った石狩鍋です。
とっても簡単に作れます♡",2020/03/27 22:13:16,0,0,1760033897,☆コロン's kitchen☆,https://image.space.rakuten.co.jp/d/strg/ctrl/3/865bf3be076a59ee788e40fed6fb8cccb8616bb1.09.2.3.2.jpg?thum=55,"['鮭の切り身', '白菜', 'キャベツ', '人参', '大根', 'じゃがいも', '長ネギ', 'エリンギ', 'さつま揚げ', '豆腐', '昆布', '水', '※酒、みりん、醤油', '※味噌', 'バター']",約15分,500円前後,2,https://recipe.rakuten.co.jp/recipe/1760033897/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/865bf3be076a59ee788e40fed6fb8cccb8616bb1.09.2.3.2.jpg?thum=54,鮭と野菜たっぷり☆簡単石狩鍋
894,石狩鍋,23,403,https://recipe.rakuten.co.jp/category/23-403/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/16518ab1b47daa5e74f3b10749f1129dbd250194.94.2.3.2.jpg,北海道の冬の郷土料理「カジカ汁」。カジカから出る美味しいダシでお野菜を煮込んでいただきます☆,2013/12/02 23:45:14,0,0,1110008751,すたーびんぐ,https://image.space.rakuten.co.jp/d/strg/ctrl/3/16518ab1b47daa5e74f3b10749f1129dbd250194.94.2.3.2.jpg?thum=55,"['カジカのぶつ切り', '塩', '熱湯', '水', 'ダシパック', '昆布茶', 'イチョウ切りした大根', 'イチョウ切りした人参', '一口大にカットしたジャガイモ', '白みそ', '斜め切りした長ネギ', '小葱の小口切り']",約30分,500円前後,3,https://recipe.rakuten.co.jp/recipe/1110008751/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/16518ab1b47daa5e74f3b10749f1129dbd250194.94.2.3.2.jpg?thum=54,北海道　冬の郷土料理～カジカ汁
895,石狩鍋,23,403,https://recipe.rakuten.co.jp/category/23-403/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2eb624cda511e8e9b08558f864894a02bee670ba.22.2.3.2.jpg,"和風だしで、魚の出汁がよくでて美味です！
この後のラーメン、雑炊も美味しくいただけますよ☆
写真は２人分ですが、土鍋でもっとおおくの魚を入れたら相当美味ですね♪",2015/12/24 18:36:58,0,0,1970009912,ドラざえもん009,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2eb624cda511e8e9b08558f864894a02bee670ba.22.2.3.2.jpg?thum=55,"['豆腐', 'タラ', 'サーモン', 'エビ', 'シイタケ', '長ネギ', 'ニンジン', '白菜', '水', '塩', '薄口しょうゆ', 'みりん', '酒', '味の素']",約30分,300円前後,4,https://recipe.rakuten.co.jp/recipe/1970009912/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2eb624cda511e8e9b08558f864894a02bee670ba.22.2.3.2.jpg?thum=54,☆野菜・魚たっぷり あっさり和風鍋
